county,week_start,price,temperature_2m_mean,rain_sum,price_lag_1w,price_lag_2w,price_lag_4w,price_lag_8w,price_lag_12w,price_ma_4w,price_std_4w,price_ma_8w,price_std_8w,price_ma_12w,price_std_12w,month,is_long_rains,is_short_rains,is_harvest,is_producer,is_consumer,rain_sum_4w,temp_avg_4w,rain_sum_8w,temp_avg_8w,week_of_year,year,days_from_start
Kiambu,2021-05-24,29.95130434782609,17.271428571428572,18.0,,,,,,29.95130434782609,,29.95130434782609,,29.95130434782609,,5,0,0,0,0,1,18.0,17.271428571428572,18.0,17.271428571428572,21,2021,0
Kiambu,2021-06-07,30.56,16.285714285714285,6.3,29.95130434782609,,,,,30.25565217391304,0.4304128233309414,30.25565217391304,0.4304128233309414,30.25565217391304,0.4304128233309414,6,0,0,0,0,1,24.3,16.77857142857143,24.3,16.77857142857143,23,2021,14
Kiambu,2021-06-14,30.56,16.728571428571428,8.200000000000001,30.56,29.95130434782609,,,,30.357101449275362,0.351430598637163,30.357101449275362,0.351430598637163,30.357101449275362,0.351430598637163,6,0,0,0,0,1,32.5,16.761904761904763,32.5,16.761904761904763,24,2021,21
Kiambu,2021-07-19,31.11,16.47142857142857,1.3,30.56,30.56,,,,30.54532608695652,0.4733388856761416,30.54532608695652,0.4733388856761416,30.54532608695652,0.4733388856761416,7,0,0,0,0,1,33.8,16.689285714285713,33.8,16.689285714285713,29,2021,56
Kiambu,2021-07-26,31.11,15.342857142857143,4.0,31.11,30.56,29.95130434782609,,,30.834999999999997,0.31754264805429505,30.65826086956522,0.48146505702305653,30.65826086956522,0.48146505702305653,7,0,0,0,0,1,19.8,16.207142857142856,37.8,16.419999999999998,30,2021,63
Kiambu,2021-08-02,31.11,15.814285714285715,5.4,31.11,31.11,30.56,,,30.9725,0.27499999999999913,30.73355072463768,0.46846371745138127,30.73355072463768,0.46846371745138127,8,1,0,1,0,1,18.9,16.089285714285715,43.2,16.31904761904762,31,2021,70
Kiambu,2021-08-09,33.223333333333336,15.928571428571429,42.800000000000004,31.11,31.11,30.56,,,31.638333333333335,1.056666666666668,31.089233954451345,1.0336613558616463,31.089233954451345,1.0336613558616463,8,1,0,1,0,1,53.5,15.889285714285714,86.0,16.26326530612245,32,2021,77
Kiambu,2021-08-23,31.67,17.3,0.0,33.223333333333336,31.11,31.11,,,31.778333333333336,0.9988493379884683,31.16182971014493,0.9787647347049871,31.16182971014493,0.9787647347049871,8,1,0,1,0,1,52.20000000000001,16.096428571428575,86.0,16.392857142857142,34,2021,91
Kiambu,2021-08-30,32.223333333333336,17.285714285714285,8.200000000000001,31.67,33.223333333333336,31.11,29.95130434782609,,32.05666666666667,0.9008473377470376,31.445833333333333,0.9041188817743804,31.279774557165865,0.9815455861107434,8,1,0,1,0,1,56.40000000000001,16.582142857142856,76.2,16.394642857142856,35,2021,98
Kiambu,2021-09-06,30.186666666666667,16.857142857142858,11.4,32.223333333333336,31.67,31.11,30.56,,31.825833333333335,1.2678280494463599,31.399166666666666,0.9640238915566701,31.17046376811594,0.9878624665380805,9,1,0,1,0,1,62.400000000000006,16.84285714285714,81.30000000000001,16.46607142857143,36,2021,105
Kiambu,2021-09-13,31.67,17.985714285714288,6.5,30.186666666666667,32.223333333333336,33.223333333333336,30.56,,31.437500000000004,0.8737334749139366,31.537916666666668,0.9040015758870955,31.215876152832674,0.9491944790492072,9,1,0,1,0,1,26.1,17.357142857142858,79.60000000000001,16.623214285714287,37,2021,112
Kiambu,2021-09-20,48.333333333333336,17.8,7.2,31.67,30.186666666666667,31.67,31.11,,35.60333333333334,8.530117015392946,33.69083333333334,5.982630082030202,32.642330917874396,5.023578619020922,9,1,0,1,0,1,33.300000000000004,17.482142857142858,85.50000000000001,16.789285714285715,38,2021,119
Kiambu,2021-09-27,31.67,18.685714285714287,3.8000000000000003,48.333333333333336,31.67,32.223333333333336,31.11,29.95130434782609,35.465,8.607339030454485,33.76083333333333,5.951313247097599,32.785555555555554,4.964028856844257,9,1,0,1,0,1,28.9,17.83214285714286,85.30000000000001,17.20714285714286,39,2021,126
Kiambu,2021-10-04,31.67,19.02857142857143,2.4,31.67,48.333333333333336,30.186666666666667,31.11,30.56,35.83583333333333,8.331666666666665,33.83083333333334,5.91888469491897,32.878055555555555,4.929005976444431,10,0,1,0,0,1,19.9,18.375,82.30000000000001,17.60892857142857,40,2021,133
Kiambu,2021-10-11,34.44,18.857142857142858,12.3,31.67,31.67,31.67,33.223333333333336,30.56,36.528333333333336,7.97759292574451,33.98291666666667,5.916675771287428,33.20138888888889,4.890230098970336,10,0,1,0,0,1,25.700000000000003,18.592857142857145,51.800000000000004,17.975,41,2021,140
Kiambu,2021-11-01,33.33,19.157142857142855,4.2,34.44,31.67,48.333333333333336,31.67,31.11,32.777499999999996,1.356745493205443,34.190416666666664,5.85273601396871,33.38638888888889,4.845708391434096,11,0,1,0,0,1,22.700000000000003,18.932142857142857,56.0,18.207142857142856,44,2021,161
Kiambu,2022-01-10,37.22,18.47142857142857,6.4,33.33,34.44,31.67,32.223333333333336,31.11,34.165,2.3331595173355115,34.815,5.879379893875537,33.89555555555555,4.905408957165246,1,0,0,0,0,1,25.3,18.87857142857143,54.2,18.355357142857144,2,2022,231
Kiambu,2022-01-17,37.22,18.17142857142857,18.700000000000003,37.22,33.33,31.67,30.186666666666667,31.11,35.552499999999995,1.978069344925321,35.69416666666667,5.608015168219867,34.40472222222222,4.907091437957048,1,0,0,0,0,1,41.6,18.664285714285715,61.5,18.519642857142856,3,2022,238
Kiambu,2022-01-24,38.89,19.057142857142857,0.0,37.22,37.22,34.44,31.67,33.223333333333336,36.665,2.3585942140746976,36.596666666666664,5.446522117333514,34.87694444444445,5.053541704014002,1,0,0,0,0,1,29.300000000000004,18.71428571428571,55.0,18.65357142857143,4,2022,245
Kiambu,2022-01-31,38.89,19.342857142857145,10.4,38.89,37.22,33.33,48.333333333333336,31.67,38.055,0.964174949546674,35.41625,3.024074533756444,35.478611111111114,5.0668011262727335,1,0,0,0,0,1,35.5,18.760714285714286,58.2,18.84642857142857,5,2022,252
Kiambu,2022-05-16,47.78,17.842857142857145,6.5,38.89,38.89,37.22,31.67,32.223333333333336,40.695,4.7884896714239025,37.43,4.933871270542601,36.775,6.05247549321429,5,0,0,0,0,1,35.6,18.603571428571428,60.900000000000006,18.74107142857143,20,2022,357
Kiambu,2022-07-25,71.78,16.257142857142856,7.3,47.78,38.89,37.22,31.67,30.186666666666667,49.335,15.53911301629966,42.443749999999994,12.626757232729453,40.24111111111112,11.444466029203923,7,0,0,0,0,1,24.2,18.125,65.80000000000001,18.394642857142856,30,2022,427
Kiambu,2022-08-08,71.67,15.414285714285715,11.2,71.78,47.78,38.89,34.44,31.67,57.53,16.7880334365484,47.0975,15.733946694057037,43.574444444444445,14.211748044895195,8,1,0,1,0,1,35.4,17.214285714285715,64.7,17.964285714285715,32,2022,441
Kiambu,2022-08-15,71.67,16.742857142857144,7.8,71.67,71.78,38.89,33.33,48.333333333333336,65.725,11.963445713227184,51.89,16.747787913632045,45.51916666666667,16.356932063047505,8,1,0,1,0,1,32.8,16.564285714285717,68.3,17.6625,33,2022,448
Kiambu,2022-09-12,70.0,16.728571428571428,8.6,71.67,71.67,47.78,37.22,31.67,71.28,0.8549074023935491,55.987500000000004,16.655612310226577,48.71333333333334,17.130835745325832,9,1,0,1,0,1,34.9,16.285714285714285,70.5,17.44464285714286,37,2022,476
Kiambu,2022-10-03,67.22,18.17142857142857,9.2,70.0,71.67,71.78,37.22,31.67,70.14,2.099825389566305,59.7375,15.134237202921238,51.67583333333332,16.988834546325542,10,0,1,0,0,1,36.8,16.764285714285712,60.99999999999999,17.444642857142856,40,2022,497
Kiambu,2023-01-16,58.89,19.02857142857143,0.0,67.22,70.0,71.67,38.89,34.44,66.945,5.675012481630965,62.237500000000004,12.645812124403626,53.71333333333334,16.180737331965457,1,0,0,0,0,1,25.599999999999998,17.667857142857144,61.0,17.44107142857143,3,2023,602
Kiambu,2023-01-30,48.89,20.014285714285712,0.0,58.89,67.22,71.67,38.89,33.33,61.25,9.496360706432077,63.487500000000004,10.281508713635896,55.01,14.977519517900516,1,0,0,0,0,1,17.799999999999997,18.485714285714284,50.599999999999994,17.525,5,2023,616
